,address,date,district,municipality,price,area,rooms,floor
979,Stabbegatan 83,2014-12-14,Östra Centrum,Göteborg,1410000,53.0,2.0,1.0
980,Källsprångsgatan 2,2014-12-13,Centrum,Göteborg,3090000,71.5,3.0,4.0
981,Jättegrytsgatan 4,2014-10-29,Örgryte,Göteborg,3100000,69.0,3.0,5.0
982,Paradisgatan 27M,2014-10-29,Masthugget,Göteborg,2010000,44.0,2.0,
983,Skogsmilsgatan 17,2014-10-29,Högsbo,Göteborg,1530000,57.5,2.0,
984,Mårbackagatan 3,2014-10-29,Backadalen,Göteborg,980000,74.5,3.0,
985,Hjällbogärdet 53,2014-10-29,Eriksbo,Göteborg,910000,70.0,3.0,
986,Orkestergatan 7,2014-10-29,Kaverös,Göteborg,1410000,30.5,1.0,1.0
987,Adler Salvius gata 3,2014-10-29,Centrum,Göteborg,3200000,81.5,3.0,5.0
988,Ångaren Ediths gata 5,2014-10-29,Sannegården Eriksberg,Göteborg,3700000,84.0,3.0,3.0
989,Miraallén 13,2014-10-29,Sannegårdshamnen,Göteborg,4175000,114.0,3.0,2.0
990,Lasarettsgatan 6,2014-10-28,Kungshöjd,Göteborg,2010000,35.0,1.0,
991,Olshammarsgatan 2,2014-10-28,Hisings Backa,Göteborg,870000,64.5,2.0,
992,Hagåkersgatan 22,2014-10-28,Bosgården,Mölndal,1975000,62.0,2.0,6.0
993,Västergatan 4A,2014-10-28,Vasastaden,Göteborg,4775000,92.0,4.0,3.0
994,Lillekärr Norra 28,2014-10-28,Hisings Kärra,Göteborg,1420000,76.0,3.0,1.0
995,Skogsmilsgatan 27,2014-10-28,Högsbo,Göteborg,1700000,58.5,2.0,
996,Miraallén 33,2014-10-27,Lundby,Göteborg,3570000,85.0,3.0,3.0
997,Brattåskärrsvägen 161,2014-10-27,Sävedalen,Partille,2770000,114.0,4.0,3.0
998,Östanvindsgatan 9A,2014-10-27,Lundby,Göteborg,1370000,42.0,2.0,2.0
999,Blåsutgatan 8,2014-10-27,Majorna,Göteborg,2750000,84.0,3.0,
1000,Klarinettgatan 28,2014-10-27,Frölunda,Göteborg,1040000,33.5,1.0,
1001,Arvesgärde 41,2014-10-27,Tuve,Göteborg,1595000,81.5,3.0,
1002,Hallegatan 13,2014-10-27,Hisingen,Göteborg,1350000,35.5,1.0,
1003,Antenngatan 55F,2014-10-26,Järnbrott,Göteborg,2380000,115.0,5.0,
1004,Hallegatan 13,2014-10-26,Hisingen,Göteborg,2050000,75.0,3.0,7.0
1005,Hyggesvägen 12,2014-10-25,Partille Furulund,Partille,2000000,93.0,4.0,1.0
1006,Erik Dahlbergsgatan 26A,2014-10-25,Vasastaden,Göteborg,3300000,65.0,2.0,2.0
1007,Stabbegatan 21,2014-10-25,Björkekärr,Göteborg,2870000,91.0,4.0,1.0
1008,Prilyckegatan 139,2014-10-25,Hisings Kärra,Göteborg,1505000,87.5,5.0,
1009,Basungatan 23,2014-10-24,Ruddalen,Göteborg,1620000,55.0,2.0,
1010,Hjorthagsgatan 10G,2014-10-24,Gamla Masthugget,Göteborg,2500000,54.0,3.0,2.0
1011,Olivedalsgatan 15B,2014-10-24,Linnéstaden,Göteborg,3675000,67.0,2.0,5.0
1012,Kjellbergsgatan 8,2014-10-24,Centrum,Göteborg,2510000,44.0,1.0,2.0
1013,Kalendervägen 93,2014-10-24,Kortedala,Göteborg,1450000,65.5,3.0,
1014,Torallagatan 2D,2014-10-24,Bosgården,Mölndal,1600000,57.0,2.0,
1015,Aschebergsgatan 11B,2014-10-24,Vasastan,Göteborg,2350000,50.0,1.0,3.0
1016,Linnégatan 70,2014-10-24,Linnéstaden,Göteborg,4175000,98.0,3.0,
1017,Cederbourgsgatan 8,2014-10-24,Lorensberg,Göteborg,4250000,118.0,3.5,3.0
1018,Vintervädersgatan 19,2014-10-24,Biskopsgården,Göteborg,1080000,73.0,3.0,5.0
1019,Burgårdsgatan 12,2014-10-24,Lorensberg,Göteborg,4000000,89.0,3.0,4.0
1020,Värmlandsgatan 26,2014-10-24,Linnéstaden,Göteborg,3425000,64.0,2.0,1.0
1021,Strandridaregatan 14A,2014-10-24,Majorna,Göteborg,2100000,39.5,1.0,3.0
1022,Fjällgatan 24C,2014-10-24,Gamla Masthugget,Göteborg,4075000,135.0,5.0,3.0
1023,Andra Långgatan 34,2014-10-24,Linnéstaden,Göteborg,2800000,78.0,3.0,
1024,Sanatoriegatan 8B,2014-10-24,Östra Centrum,Göteborg,2140000,61.0,3.0,2.0
1025,Varmblodsgatan 4A,2014-10-24,Åby,Mölndal,1400000,65.0,2.5,
1026,Virvelvindsgatan 26,2014-10-24,Lundby,Göteborg,1755000,70.5,3.0,8.0
1027,Flöjtgatan 29,2014-10-24,Frölunda,Göteborg,1625000,55.0,2.0,4.0
1028,Distansgatan 65,2014-10-24,Högsbo,Göteborg,2420000,109.0,5.0,2.0
1029,Berzeliigatan 13B,2014-10-24,Centrum,Göteborg,2210000,34.0,1.0,
1030,Räntmästaregatan 25E,2014-10-24,Örgryte,Göteborg,1805000,40.5,2.0,3.0
1031,Nordhemsgatan 27B,2014-10-24,Linnéstaden,Göteborg,2875000,63.0,2.0,1.0
1032,Kabelgatan 16,2014-10-24,Majorna,Göteborg,2100000,70.0,3.0,1.0
1033,Kyrkåsgatan 16,2014-10-24,Kålltorp,Göteborg,3295000,111.0,4.0,2.0
1034,Fastlagsgatan 33,2014-10-24,Kortedala,Göteborg,1590000,98.5,4.0,
1035,Östra Eriksbergsgatan 73,2014-10-24,Lundby,Göteborg,4800000,123.0,4.0,10.0
1036,Ånäsvägen 6B,2014-10-24,Örgryte,Göteborg,2170000,74.0,3.0,3.0
1037,Arvesgärde 23,2014-10-24,Tuve-Säve,Göteborg,1240000,62.0,2.0,3.0
1038,Östra Midvintersgatan 17,2014-10-23,Kortedala,Göteborg,1250000,52.5,2.0,2.0
1039,Engdahlsgatan 4A,2014-10-23,Johanneberg,Göteborg,2035000,45.5,2.0,2.0
1040,Erik Dahlbergsgatan 56,2014-10-23,Vasastaden,Göteborg,2240000,48.0,1.0,1.0
1041,Gröna gatan 39,2014-10-23,Majorna,Göteborg,2675000,82.0,3.5,3.0
1042,Lilla Bergsgatan 1,2014-10-23,Vasastaden,Göteborg,5200000,116.0,3.5,1.0
1043,Risåsgatan 1,2014-10-23,Linné,Göteborg,2370000,66.0,2.0,7.0
1044,Basungatan 8,2014-10-23,Ruddalen,Göteborg,1740000,54.0,2.0,3.0
1045,Föreningsgatan 39,2014-10-23,Vasastaden,Göteborg,6100000,115.0,4.0,3.0
1046,Sofiagatan 50C,2014-10-23,Strömmensberg,Göteborg,1660000,48.0,1.0,2.0
1047,Nordenskiöldsgatan 4,2014-10-23,Linnéstaden,Göteborg,3230000,86.0,3.0,2.0
1048,Torggatan 102,2014-10-23,Kvarnbyn,Mölndal,1510000,91.5,3.0,
1049,Fjärde Långgatan 4A,2014-10-23,Linnéstaden,Göteborg,4000000,115.0,4.0,1.0
1050,Gibraltargatan 110,2014-10-23,Johanneberg,Göteborg,2050000,72.0,3.0,1.0
1051,Tomtegatan 3,2014-10-23,Gårda,Göteborg,1905000,58.0,2.0,
1052,Blandsädesgatan 8C,2014-10-23,Bifrost,Mölndal,1700000,95.0,4.0,2.0
1053,Prilyckegatan 245,2014-10-23,Hisings Kärra,Göteborg,2075000,101.5,4.0,
1054,Sagogången 18,2014-10-23,Hisings Backa,Göteborg,1110000,69.5,2.0,3.0
1055,Sagogången 26,2014-10-23,Hisings Backa,Göteborg,1085000,96.5,4.0,1.0
1056,Högsbogatan 18,2014-10-23,Kungsladugård,Göteborg,4700000,85.0,4.0,2.0
1057,Karl Johansgatan 62,2014-10-23,Majorna,Göteborg,3220000,89.0,3.0,3.0
1058,Östra Eriksbergsgatan 74,2014-10-23,Eriksberg,Göteborg,2200000,63.0,2.0,2.0
1059,Femkampsgatan 2B,2014-10-23,Lunden,Göteborg,1830000,54.0,2.0,2.0
1060,Lillhagens Sandlycka 10B,2014-10-23,Hisingen,Göteborg,1350000,55.0,2.0,
1061,Andra Långgatan 34,2014-10-23,Linné,Göteborg,2550000,70.0,3.0,3.0
1062,Ibsensgatan 19,2014-10-22,Hisingen,Göteborg,1530000,65.0,3.0,3.0
1063,Tenorgatan 10,2014-10-22,Västra Frölunda,Göteborg,1300000,42.0,1.0,2.0
1064,Teleskopgatan 18,2014-10-22,Bergsjön,Göteborg,650000,77.5,3.0,5.0
1065,Lenvädersgatan 9,2014-10-22,Biskopsgården,Göteborg,920000,40.5,1.0,1.0
1066,Bergkristallsgatan 30,2014-10-22,Tynnered,Göteborg,1020000,41.0,1.5,2.0
1067,Räntmästaregatan 21E,2014-10-22,Lunden,Göteborg,2410000,51.0,2.0,
1068,Befälsgatan 4,2014-10-22,Kviberg,Göteborg,2000000,75.0,4.0,
1069,Åbybergsgatan 49,2014-10-22,Centrum,Mölndal,1300000,38.0,1.0,
1070,Nilssonsberg 18,2014-10-22,Annedal,Göteborg,2400000,60.5,2.0,1.0
1071,Västra Stillestorpsgatan 5,2014-10-22,Hisingen,Göteborg,1725000,74.5,3.0,3.0
1072,Sergelsgatan 4D,2014-10-22,Lunden,Göteborg,1560000,37.0,1.0,1.0
1073,Doktor Forselius gata 20,2014-10-22,Guldheden,Göteborg,3675000,120.0,6.0,
1074,Tangovägen 42,2014-10-22,Angered,Göteborg,910000,58.0,2.0,
1075,Allmänna vägen 13A,2014-10-22,Majorna,Göteborg,2350000,56.0,2.0,1.0
1076,Skrittgatan 2A,2014-10-22,Åby,Mölndal,1510000,78.0,3.0,2.0
1077,Olshammarsgatan 8,2014-10-22,Hisings Backa,Göteborg,925000,38.0,1.0,
1078,Soldathemsgatan 18,2014-10-22,Kviberg,Göteborg,1850000,55.0,2.0,1.0
1079,Kvadrantgatan 14,2014-10-22,Bergsjön,Göteborg,580000,68.0,2.0,
1080,Postmästaregatan 10C,2014-10-22,Mölndal Stensjön,Mölndal,3000000,111.5,4.0,
1081,Monsungatan 32,2014-10-22,Eriksberg,Göteborg,1450000,29.0,1.0,
1082,Kristinelundsgatan 7,2014-10-21,Lorensberg,Göteborg,11200000,214.0,6.0,3.0
1083,Linnégatan 43,2014-10-21,Linné,Göteborg,2230000,39.0,1.0,2.0
1084,Marklandsgatan 53,2014-10-21,Högsbo,Göteborg,2030000,57.5,2.0,3.0
1085,Lydinghielmsgatan 1B,2014-10-21,Munkebäck,Göteborg,1850000,51.0,2.0,
1086,Teleskopgatan 16,2014-10-21,Bergsjön,Göteborg,525000,72.5,3.0,
1087,Doktor Forselius gata 20,2014-10-21,Guldheden,Göteborg,2200000,86.5,3.0,
1088,Björndammsterrassen 43,2014-10-21,Björndammsterrassen,Partille,1670000,86.0,3.0,
1089,Solhagagatan 104,2014-10-21,Hisings Kärra,Göteborg,1500000,88.5,4.0,
1090,Olshammarsgatan 14,2014-10-21,Hisings Backa,Göteborg,1010000,60.0,2.0,2.0
1091,Uddevallagatan 37,2014-10-21,Bagaregården,Göteborg,1720000,35.5,1.0,1.0
1092,Raketgatan 3,2014-10-21,Centrum,Göteborg,2800000,100.0,4.0,1.0
1093,Fastlagsgatan 45,2014-10-21,Kortedala,Göteborg,1265000,61.5,3.0,2.0
1094,Ridspögatan 2B,2014-10-21,Åby,Mölndal,2220000,173.0,6.5,2.0
1095,Fjällvindsgatan 4,2014-10-21,Lundby,Göteborg,2080000,80.0,4.0,10.0
1096,Tunnlandsgatan 18,2014-10-20,Kaverös,Göteborg,1870000,60.5,2.0,
1097,Nordhemsgatan 63,2014-10-20,Linnéstaden,Göteborg,3870000,83.0,3.0,2.0
1098,Västra Stillestorpsgatan 19,2014-10-20,Lundby,Göteborg,1950000,96.5,4.0,
1099,Nedre Matrosgatan 3,2014-10-20,Gamla Masthugget,Göteborg,2765000,74.5,3.0,2.0
1100,Gamla Strandlinjen 4F,2014-10-20,Göteborg,Partille,1300000,55.0,2.0,3.0
1101,Piltegatan 3A,2014-10-19,Bosgården,Mölndal,1880000,53.5,2.0,2.0
1102,Gräddgatan 2,2014-10-19,Kallebäck,Göteborg,1735000,69.5,3.0,5.0
1103,Nordostpassagen 53,2014-10-19,Linné,Göteborg,2900000,83.0,3.0,3.0
1104,Mölndalsvägen 43,2014-10-19,Johanneberg,Göteborg,2020000,65.5,2.0,5.0
1105,Råstensgatan 42A,2014-10-19,Östra Centrum,Göteborg,2105000,54.0,2.0,2.0
1106,Erik Dahlbergsgatan 32,2014-10-19,Vasastaden,Göteborg,6700000,134.0,4.0,5.0
1107,Carl Larssonsgatan 3B,2014-10-19,Örgryte,Göteborg,2060000,50.5,2.0,1.0
1108,Amiralitetsgatan 29C,2014-10-19,Majorna,Göteborg,2500000,71.0,3.0,3.0
1109,Ängemarken 11A,2014-10-18,Norra Guldheden,Göteborg,2450000,51.0,2.0,3.0
1110,Skogsmilsgatan 9,2014-10-18,Högsbo,Göteborg,2010000,73.5,3.0,3.0
1111,Iskällareliden 7B,2014-10-17,Örgryte,Göteborg,2440000,56.5,2.0,3.0
1112,Träringen 25,2014-10-17,Björkekärr,Göteborg,1450000,42.0,2.0,
1113,Basungatan 18,2014-10-17,Västra Frölunda,Göteborg,1180000,30.0,1.0,6.0
1114,Vänortsgatan 25,2014-10-17,Bosgården,Mölndal,1810000,43.0,1.5,2.0
1115,Erik Dahlbergsgatan 54,2014-10-17,Innerstaden,Göteborg,3350000,88.0,3.0,1.0
1116,Kolonigatan 9A,2014-10-17,Landala Egnahem,Göteborg,2300000,56.5,2.0,
1117,Fyrverkaregatan 1B,2014-10-17,Landala Egnahem,Göteborg,2610000,70.0,3.0,1.0
1118,Västra Gunnesgärde 21,2014-10-17,Tuve,Göteborg,1470000,69.0,2.0,
1119,Kalendervägen 61,2014-10-17,Kortedala,Göteborg,730000,40.5,1.0,
1120,Söndagsgatan 7,2014-10-17,Kortedala,Göteborg,970000,54.0,2.0,
1121,Brattåskärrsvägen 203,2014-10-17,Björkekärr,Göteborg,2860000,84.0,3.0,7.0
1122,Sunnanvindsgatan 6B,2014-10-17,Hisingen,Göteborg,1125000,46.5,2.0,1.0
1123,Lillekärr Norra 94,2014-10-17,Hisings Kärra,Göteborg,1300000,76.0,3.0,
1124,Sveagatan 11,2014-10-17,Linnéstaden,Göteborg,5235000,123.5,5.0,7.0
1125,Silvermyntsgatan 9,2014-10-17,Högsbo,Göteborg,1720000,55.0,2.0,3.0
1126,Haga Kyrkogata 28A,2014-10-17,Vasastaden,Göteborg,6900000,166.0,5.0,1.0
1127,Svängrumsgatan 50,2014-10-17,Flatås,Göteborg,2310000,109.0,4.0,2.0
1128,Gibraltargatan 58,2014-10-17,Johanneberg,Göteborg,2670000,68.0,3.0,5.0
1129,Stabbegatan 91,2014-10-16,Östra Centrum,Göteborg,1520000,38.0,1.0,
1130,Brunnehagen 34,2014-10-16,Brunnehagen,Göteborg,1160000,61.5,2.0,1.0
1131,Paradisgatan 20,2014-10-16,Masthugget,Göteborg,3200000,84.5,3.0,5.0
1132,Glöstorpsvägen 12H,2014-10-16,Tuve,Göteborg,1810000,84.0,4.0,
1133,Lindholmsallén 55,2014-10-16,Lindholmen,Göteborg,2900000,85.0,4.0,
1134,Arsenalsgatan 6A,2014-10-16,Kungshöjd,Göteborg,7000000,113.0,3.0,6.0
1135,Vetekornsgatan 29,2014-10-16,Bifrost,Mölndal,1810000,82.0,3.0,2.0
1136,Kabelgatan 13C,2014-10-16,Majorna,Göteborg,2100000,73.5,3.0,2.0
1137,Björcksgatan 51C,2014-10-16,Kålltorp,Göteborg,1610000,37.0,1.0,2.0
1138,Erik Dahlbergsgatan 52,2014-10-16,Vasastaden,Göteborg,4750000,82.0,3.0,2.0
1139,Sävenäsgatan 5B,2014-10-16,Munkebäck,Göteborg,1570000,48.5,2.0,
1140,Övre Hallegatan 2B,2014-10-16,Hisingen,Göteborg,1750000,59.0,2.0,2.0
1141,Föreningsgatan 3A,2014-10-16,Vasastaden,Göteborg,2200000,53.0,1.5,
1142,Vildapelsgatan 1B,2014-10-16,Guldheden,Göteborg,2800000,69.0,3.0,1.0
1143,Kristinehöjdsgatan 7,2014-10-16,Johanneberg,Göteborg,2675000,62.0,2.5,3.0
1144,Västgötagatan 11,2014-10-16,Centrum,Göteborg,4075000,112.0,3.0,4.0
1145,Solhagagatan 104,2014-10-16,Hisings Kärra,Göteborg,1175000,80.0,3.0,
1146,Falkgatan 13A,2014-10-16,Bagaregården,Göteborg,4520000,148.0,5.0,3.0
1147,Kjellestadsgatan 2B,2014-10-16,Kungsladugård,Göteborg,2670000,60.0,2.0,3.0
1148,Antenngatan 35A,2014-10-16,Järnbrott,Göteborg,1470000,52.0,2.0,2.0
1149,Brunnehagen 31,2014-10-16,Tuve-Säve,Göteborg,1320000,80.0,3.0,
1150,Alfhemsgatan 6,2014-10-16,Linnéstaden,Göteborg,3060000,74.0,2.5,1.0
1151,Kvillegatan 19,2014-10-16,Centrala-Hisingen,Göteborg,2250000,58.0,2.0,
1152,Prilyckegatan 127,2014-10-16,Hisings Kärra,Göteborg,1300000,62.0,2.0,
1153,Föreningsgatan 14,2014-10-16,Vasastaden,Göteborg,2850000,71.0,2.0,1.0
1154,Skogsmilsgatan 3,2014-10-16,Högsbo,Göteborg,1815000,73.5,3.0,
1155,Gladiolusgatan 4A,2014-10-16,Åby,Mölndal,1870000,92.0,4.0,
1156,Glöstorpsvägen 27,2014-10-16,Tuve-Säve,Göteborg,1600000,97.5,5.0,
1157,Linnégatan 49,2014-10-16,Linné,Göteborg,4300000,81.0,3.0,5.0
1158,Cederbourgsgatan 9,2014-10-16,Lorensberg,Göteborg,2820000,70.0,2.0,4.0
1159,Ingebäcksvägen 33B,2014-10-15,Hisings Kärra,Göteborg,1500000,77.0,3.0,
1160,Sehlstedtsgatan 9B,2014-10-15,Centrala-Hisingen,Göteborg,1435000,53.5,2.0,2.0
1161,Stampgatan 68A,2014-10-15,Centrum,Göteborg,2900000,63.0,3.0,6.0
1162,Waernsgatan 3A,2014-10-15,Bagaregården,Göteborg,3400000,74.0,3.0,3.0
1163,Timmermansgatan 8,2014-10-15,Majorna,Göteborg,2910000,80.0,2.0,3.0
1164,Arsenalsgatan 12C,2014-10-15,Kungshöjd,Göteborg,2875000,72.0,2.0,4.0
1165,Topasgatan 62,2014-10-15,Tynnered,Göteborg,1200000,70.0,3.0,1.0
1166,Nordostpassagen 55,2014-10-15,Linnéstaden,Göteborg,2760000,63.0,2.0,7.0
1167,Övre Hallegatan 16,2014-10-15,Hisingen,Göteborg,1550000,58.0,2.0,
1168,Musikvägen 10,2014-10-15,Ruddalen,Göteborg,1910000,79.0,3.0,
1169,Norra Dragspelsgatan 24,2014-10-15,Frölunda,Göteborg,2520000,83.0,3.0,2.0
1170,Kungsgatan 8,2014-10-15,Kungshöjd,Göteborg,2570000,51.0,2.5,
1171,Räntmästaregatan 26D,2014-10-15,Lunden,Göteborg,1760000,51.0,2.0,4.0
1172,Övre Husargatan 11,2014-10-15,Linnéstaden,Göteborg,2995000,73.5,3.0,
1173,Vingalandsgatan 1,2014-10-15,Lundby,Göteborg,4300000,124.0,4.0,3.0
1174,Fjärde Långgatan 43,2014-10-15,Masthugget,Göteborg,2200000,55.0,2.0,
1175,Klippan 1E,2014-10-15,Majorna,Göteborg,2500000,80.0,2.0,5.0
1176,Kapplandsgatan 116,2014-10-14,Högsbo,Göteborg,1750000,55.0,2.0,3.0
1177,Torkelsgatan 7,2014-10-14,Örgryte,Göteborg,2061000,54.0,2.0,2.0
1178,Barnhusgatan 30,2014-10-14,Centrum,Göteborg,2475000,68.0,2.0,4.0
1179,Nymilsgatan 11,2014-10-14,Flatås,Göteborg,1750000,63.0,2.0,
1180,Stekastigen 6,2014-10-14,Agnesberg,Göteborg,825000,60.5,2.0,
1181,Hallegatan 5,2014-10-14,Hisingen,Göteborg,1710000,69.0,2.0,1.0
1182,Gustavsgatan 53,2014-10-14,Örgryte,Göteborg,1850000,57.0,2.5,
1183,Kronhusgatan 2E,2014-10-14,Inom Vallgraven,Göteborg,2090000,54.0,2.0,2.0
1184,Prilyckegatan 89,2014-10-14,Hisings Kärra,Göteborg,1200000,75.0,3.0,4.0
1185,Källsprångsgatan 2,2014-10-13,Norra Guldheden,Göteborg,2550000,60.0,2.0,3.0
1186,Skepparegången 4,2014-10-13,Linnéstaden,Göteborg,1710000,37.5,2.0,1.0
1187,Solstrålegatan 6,2014-10-13,Länsmansgården,Göteborg,1170000,107.0,4.0,8.0
1188,Sägengatan 65,2014-10-13,Hisings Backa,Göteborg,675000,33.5,1.0,
1189,Teleskopgatan 10,2014-10-13,Bergsjön,Göteborg,665000,35.5,2.0,
1190,Nilssonsberg 12,2014-10-13,Linné,Göteborg,4200000,73.0,3.0,8.0
1191,Kärrhöksgatan 3C,2014-10-13,Kålltorp,Göteborg,2170000,64.0,3.0,
1192,Östanvindsgatan 9D,2014-10-13,Hisingen,Göteborg,1500000,50.5,2.0,
1193,Erik Dahlbergsgatan 12,2014-10-13,Vasastaden,Göteborg,2875000,67.0,2.0,2.0
1194,Östra Skansgatan 10,2014-10-13,Linnéstaden,Göteborg,2670000,80.0,3.0,
1195,Kvadrantgatan 12,2014-10-13,Bergsjön,Göteborg,700000,110.5,4.0,
1196,Freses väg 11,2014-10-10,Nya Varvet,Göteborg,4500000,134.0,4.0,
1197,Hedåsgatan 5A,2014-10-10,Lorensberg,Göteborg,5930000,122.0,4.0,5.0
1198,Nävervägen 1B,2014-10-10,Furulund,Partille,1670000,81.0,3.0,
1199,Kabelgatan 41D,2014-10-10,Majorna,Göteborg,1780000,42.5,1.0,3.0
1200,Norra Liden 27,2014-10-10,Kungshöjd,Göteborg,3850000,90.0,4.0,5.0
1201,Övre Djupedalsgatan 9B,2014-10-10,Linnéstaden,Göteborg,4270000,74.0,3.0,3.0
1202,Arsenalsgatan 8C,2014-10-10,Kungshöjd,Göteborg,3600000,70.0,2.0,3.0
1203,Linnégatan 45,2014-10-10,Linné,Göteborg,4000000,103.0,4.0,7.0
1204,Olivedalsgatan 5B,2014-10-10,Linné,Göteborg,3620000,76.0,3.0,7.0
1205,Lillekärr Södra 142,2014-10-10,Hisings Kärra,Göteborg,1840000,96.5,4.0,
1206,Skånegatan 31,2014-10-10,Lorensberg,Göteborg,5690000,126.0,4.5,4.0
1207,Doktor Lindhs gata 4,2014-10-10,Guldheden,Göteborg,3550000,112.0,5.0,4.0
1208,Amiralitetsgatan 27A,2014-10-10,Majorna,Göteborg,2500000,72.5,2.0,3.0
1209,Erik Dahlbergsgatan 37A,2014-10-10,Vasastaden,Göteborg,2795000,65.0,2.0,2.0
1210,Träringen 74,2014-10-10,Björkekärr,Göteborg,2060000,67.5,3.0,1.0
1211,Godhemsgatan 3D,2014-10-10,Majorna,Göteborg,2050000,55.0,2.0,2.0
1212,Bågskyttegatan 3B,2014-10-10,Göteborg,Mölndal,1120000,37.0,1.0,
1213,Ulfsparregatan 11A,2014-10-10,Lunden,Göteborg,1695000,48.5,2.0,
1214,Spaldingsgatan 1,2014-10-10,Johanneberg,Göteborg,2600000,69.0,3.0,4.0
1215,Fiolgatan 8,2014-10-10,Ruddalen,Göteborg,1690000,69.5,3.0,1.0
1216,Arvesgärde 41,2014-10-10,Tuve,Göteborg,1325000,62.0,2.0,2.0
1217,Krokslätts Parkgata 51B,2014-10-10,Övre Krokslätt,Mölndal,1730000,73.0,3.0,1.0
1218,Rosendalsgatan 29,2014-10-10,Östra Centrum,Göteborg,3400000,79.0,3.0,4.0
1219,Bangatan 60,2014-10-10,Masthugget,Göteborg,2310000,58.5,2.0,3.0
1220,Lundbygatan 7A,2014-10-09,"Hisingen-Lundby, Göteborg",Göteborg,2035000,66.0,3.0,
1221,Eklanda Bäck 25,2014-10-09,Eklanda,Mölndal,3645000,123.0,5.0,
1222,Sjömilsgatan 2,2014-10-09,Flatås,Göteborg,1880000,76.5,3.0,1.0
1223,Stabbegatan 13,2014-10-09,Björkekärr,Göteborg,2500000,76.0,4.0,
1224,Distansgatan 59,2014-10-09,Flatås,Göteborg,1830000,76.5,3.0,1.0
1225,Övre Majorsgatan 14A,2014-10-09,Linnéstaden,Göteborg,4675000,97.0,3.0,4.0
1226,Molnvädersgatan 24,2014-10-09,Biskopsgården,Göteborg,925000,64.5,3.0,6.0
1227,Värmlandsgatan 24D,2014-10-09,Linnéstaden,Göteborg,2650000,53.5,2.0,1.0
1228,Ekebergsgatan 4A,2014-10-09,Hisingen,Göteborg,1450000,51.0,1.0,2.0
1229,Delbancogatan 11B,2014-10-09,Kvarnbyn,Mölndal,1870000,75.5,3.0,
1230,Chalmersgatan 3A,2014-10-09,Vasastaden,Göteborg,4600000,100.0,4.0,1.0
1231,Falkgatan 14F,2014-10-09,Bagaregården,Göteborg,1830000,32.5,1.0,1.0
1232,Blåhammarsgatan 21,2014-10-09,Strömmensberg,Göteborg,1795000,44.5,2.0,1.0
1233,Vänortsgatan 19,2014-10-09,Bosgården,Mölndal,2500000,51.0,2.0,
1234,Mattssonsliden 2,2014-10-09,Masthugget,Göteborg,4100000,106.5,4.0,3.0
1235,Plantagegatan 9,2014-10-09,Linnéstaden,Göteborg,3500000,85.0,3.0,3.0
1236,Baazgatan 5B,2014-10-09,Åby,Mölndal,1350000,62.0,2.0,
1237,Basungatan 11,2014-10-09,Frölunda,Göteborg,1660000,53.0,2.0,
1238,Häradsgatan 28A,2014-10-09,Bosgården,Mölndal,775000,23.0,1.0,1.0
1239,Skogsmilsgatan 7,2014-10-09,Kaverös,Göteborg,1100000,22.0,1.0,2.0
1240,Adler Salvius gata 11,2014-10-09,Prippska Tomten Centrum,Göteborg,3150000,82.5,3.0,
1241,Lilla Marconigatan 3,2014-10-09,Västra Frölunda,Göteborg,1770000,54.0,2.0,5.0
1242,Toppsegelsgatan 17,2014-10-09,Majorna,Göteborg,1150000,23.5,1.0,
1243,Topasgatan 88,2014-10-08,Tynnered,Göteborg,1310000,70.0,3.0,1.0
1244,Olof Wijksgatan 2A,2014-10-08,Lorensberg,Göteborg,4950000,125.0,3.5,1.0
1245,Lillekärr Södra 184,2014-10-08,Hisings Kärra,Göteborg,1300000,62.0,2.0,2.0
1246,Sveagatan 2B,2014-10-08,Linnéstaden,Göteborg,3350000,70.0,3.0,2.0
1247,Teleskopgatan 16,2014-10-08,Bergsjön,Göteborg,550000,77.5,2.0,
1248,Nävervägen 4,2014-10-08,Furulund,Partille,1480000,64.0,2.0,
1249,Storhöjdsgatan 2A,2014-10-08,Strömmensberg,Göteborg,1950000,69.5,3.0,2.0
1250,Pinnharvsgatan 1I,2014-10-08,Bifrost,Mölndal,1530000,62.0,2.0,1.0
1251,Hökegårdsgatan 4B,2014-10-08,Krokslätt,Mölndal,1730000,53.5,2.0,
1252,Kvillegatan 23,2014-10-08,Hisingen,Göteborg,1440000,30.0,1.0,
1253,Nordhemsgatan 54A,2014-10-08,Linnéstaden,Göteborg,4100000,76.0,3.0,4.0
1254,Saffransgatan 1B,2014-10-08,Angered,Göteborg,615000,89.5,3.0,
1255,Broängsvägen 1,2014-10-08,Sävedalen,Partille,1720000,72.0,3.0,
1256,Ålegårdsgatan 106,2014-10-08,Balltorp,Mölndal,1735000,66.0,2.0,
1257,Barometergatan 11,2014-10-08,Biskopsgården,Göteborg,925000,58.0,2.0,4.0
1258,Värslevägen 57,2014-10-08,Vita Fläcken,Göteborg,1800000,61.0,2.0,1.0
1259,Lilla Fridhemsgatan 6B,2014-10-08,Majorna,Göteborg,3190000,68.0,3.0,
1260,Ånäsvägen 24,2014-10-07,Redbergsplatsen,Göteborg,2150000,56.0,2.0,
1261,Wrangelsgatan 2,2014-10-07,Örgryte,Göteborg,2050000,48.0,2.0,4.0
