,address,date,district,municipality,price,area,rooms,floor
688,Sägengatan 28,2014-11-15,Hisings Backa,Göteborg,865000,68.0,2.0,
689,Sveagatan 23B,2014-11-15,Linnéstaden,Göteborg,2210000,40.0,1.0,5.0
690,Vänortsgatan 21,2014-11-15,Övre Krokslätt,Mölndal,1595000,35.0,1.0,2.0
691,Nedre Fogelbergsgatan 3B,2014-11-15,Vasastaden,Göteborg,4405000,76.0,3.0,2.0
692,Tångengården 8,2014-11-15,Tuve,Göteborg,1775000,85.5,3.0,
693,Ekebygatan 3,2014-11-15,Backa,Göteborg,970000,62.5,2.0,1.0
694,Tvillinggatan 4B,2014-11-15,Jungfruplatsen,Mölndal,1495000,59.0,2.0,
695,Stenklevsgatan 1A,2014-11-14,Majorna,Göteborg,2250000,47.0,2.0,2.0
696,Gibraltargatan 8,2014-11-14,Nedre Johanneberg,Göteborg,2650000,52.0,2.0,6.0
697,Tredje Långgatan 37,2014-11-14,Linnéstaden,Göteborg,3100000,78.0,3.0,4.0
698,Sankt Sigfridsgatan 83D,2014-11-14,Örgryte,Göteborg,6750000,130.0,4.0,2.0
699,Carl Grimbergsgatan 4,2014-11-14,Vasastaden,Göteborg,5500000,107.0,3.0,3.0
700,Belegatan 3,2014-11-14,Eriksberg,Göteborg,3770000,67.5,3.0,
701,Sankt Jörgens väg 10A,2014-11-14,Hisings Backa,Göteborg,1650000,57.0,2.0,5.0
702,De Geersgatan 2,2014-11-14,Lunden,Göteborg,2550000,69.0,3.0,
703,Lasarettsgatan 6,2014-11-14,Kungshöjd,Göteborg,2380000,43.0,1.5,3.0
704,Thorburnsgatan 1,2014-11-14,Almedal,Göteborg,1575000,42.0,1.5,
705,Stjärnbildsgatan 64,2014-11-14,Bergsjön,Göteborg,850000,98.0,4.0,
706,Uddeholmsgatan 32,2014-11-14,Östra Centrum,Göteborg,2325000,88.5,3.5,4.0
707,Viktoriagatan 8,2014-11-14,Vasastaden,Göteborg,3485000,67.0,2.0,3.0
708,Vantgatan 3B,2014-11-14,Majorna,Göteborg,2400000,71.5,3.0,1.0
709,Sveagatan 27,2014-11-14,Linnéstaden,Göteborg,3700000,82.0,3.0,
710,Solhagagatan 122,2014-11-14,Hisings Kärra,Göteborg,1205000,75.0,3.0,
711,Solhagagatan 100,2014-11-14,Hisings Kärra,Göteborg,960000,46.0,1.0,
712,Utsädesgatan 4C,2014-11-14,Bifrost,Mölndal,1130000,31.0,1.0,
713,Kapplandsgatan 100,2014-11-14,Högsbo,Göteborg,1700000,59.0,2.0,3.0
714,Kallebäcksvägen 11A,2014-11-14,Örgryte,Göteborg,1630000,59.0,2.0,7.0
715,Inägogatan 2,2014-11-14,Lundby,Göteborg,2475000,86.0,3.0,2.0
716,Arvesgärde 37,2014-11-14,Tuve-Säve,Göteborg,1200000,62.0,2.0,3.0
717,Ostindiefararen 37,2014-11-14,Eriksberg,Göteborg,4750000,125.0,5.0,3.0
718,Vindragaregatan 10A,2014-11-13,Brämaregården,Göteborg,1550000,51.0,2.0,6.0
719,Fyrmästaregången 12,2014-11-13,Masthugget,Göteborg,2985000,93.5,3.0,1.0
720,Bratteråsgatan 46,2014-11-13,Eriksberg,Göteborg,1790000,44.0,2.0,4.0
721,Bratteråsgatan 46,2014-11-13,Eriksberg,Göteborg,1585000,44.0,2.0,1.0
722,Bratteråsgatan 46,2014-11-13,Eriksberg,Göteborg,1840000,44.0,2.0,5.0
723,Bratteråsgatan 46,2014-11-13,Eriksberg,Göteborg,2870000,75.0,3.0,5.0
724,Övre Majorsgatan 4A,2014-11-13,Linnéstaden,Göteborg,3625000,69.0,2.0,4.0
725,Andra Långgatan 53,2014-11-13,Linnéstaden,Göteborg,3560000,73.0,2.0,0.0
726,Vänortsgatan 28,2014-11-13,Bosgården,Mölndal,1750000,43.0,1.0,4.0
727,Söndagsgatan 25,2014-11-13,Kortedala,Göteborg,1240000,53.5,2.0,
728,Övre Husargatan 41,2014-11-13,Linnéstaden,Göteborg,3820000,81.0,3.0,
729,Smörgatan 104,2014-11-13,Kallebäck,Göteborg,2150000,52.0,2.0,
730,Östra Annebergsvägen 9,2014-11-13,Göteborg,Partille,860000,36.0,1.0,
731,Kobergsgatan 13,2014-11-13,Strömmensberg,Göteborg,2620000,70.0,3.0,4.0
732,Gröna gatan 49,2014-11-13,Majorna,Göteborg,1550000,42.0,1.0,2.0
733,Nordhemsgatan 68,2014-11-13,Linnéstaden,Göteborg,4200000,85.0,3.0,5.0
734,Norra Liden 9,2014-11-13,Centrum,Göteborg,4525000,108.0,4.0,
735,Hinderbanan 18,2014-11-13,Kviberg,Göteborg,1875000,54.0,2.0,
736,Vänortsgatan 30,2014-11-13,Bosgården,Mölndal,2550000,81.0,3.0,
737,Västergatan 18,2014-11-13,Annedal,Göteborg,2550000,62.0,2.0,
738,Kungälvsgatan 1C,2014-11-13,Bagaregården,Göteborg,2525000,61.0,3.0,3.0
739,Bratteråsgatan 66,2014-11-13,Eriksberg,Göteborg,3710000,95.0,4.0,
740,Irisgatan 5E,2014-11-13,Åby,Mölndal,2100000,93.0,6.0,
741,Majorsgatan 3,2014-11-13,Linnéstaden,Göteborg,2470000,47.0,1.5,1.0
742,Doktor Lindhs gata 3,2014-11-13,Guldheden,Göteborg,3530000,114.0,5.0,
743,Tenorgatan 10,2014-11-13,Kaverös,Göteborg,1260000,38.0,1.0,
744,Nilssonsberg 13,2014-11-13,Linné,Göteborg,2410000,52.0,2.0,5.0
745,Kransen 5,2014-11-12,Strömmensberg,Göteborg,3050000,80.0,3.0,7.0
746,Cederflychts gata 9,2014-11-12,Hisings Backa,Göteborg,1300000,93.5,4.0,2.0
747,Brunkebergsgatan 3B,2014-11-12,Örgryte,Göteborg,3150000,80.0,3.5,3.0
748,Solstrålegatan 16,2014-11-12,Lundby,Göteborg,1235000,93.0,3.0,8.0
749,Engelbrektsgatan 5,2014-11-12,Vasastaden,Göteborg,2750000,54.0,2.0,1.5
750,Stampgatan 22B,2014-11-12,Prippska Tomten,Göteborg,3000000,72.0,2.0,3.0
751,Ranängsgatan 12,2014-11-12,Stampen,Göteborg,2000000,64.0,2.5,4.0
752,Paradisgatan 27Q,2014-11-12,Gamla Masthugget,Göteborg,1730000,27.0,1.0,1.0
753,Fastlagsgatan 47,2014-11-12,Kortedala,Göteborg,960000,50.0,2.0,1.0
754,Nedre Matrosgatan 15,2014-11-12,Gamla Masthugget,Göteborg,3250000,77.0,3.0,1.0
755,Stabbegatan 24,2014-11-12,Björkekärr,Göteborg,2250000,62.0,3.0,3.0
756,Kolonigatan 9E,2014-11-12,Landala Egnahem,Göteborg,2120000,50.0,2.0,3.0
757,Iskällareliden 15C,2014-11-12,Örgryte,Göteborg,2560000,55.0,2.0,
758,Eklandagatan 29A,2014-11-12,Johanneberg,Göteborg,1980000,35.0,2.0,
759,Gröna gatan 32,2014-11-12,Majorna,Göteborg,1995000,60.0,,
760,Gröna gatan 32,2014-11-12,Majorna,Göteborg,1915000,54.5,,
761,Gröna gatan 32,2014-11-12,Majorna,Göteborg,1870000,54.5,,
762,Axgatan 22,2014-11-12,Bifrost,Mölndal,1210000,40.0,1.0,3.0
763,Gröna gatan 32,2014-11-12,Majorna,Göteborg,1890000,55.0,,
764,Wrangelsgatan 3,2014-11-12,Lunden,Göteborg,2150000,67.0,3.0,2.0
765,Ängemarken 7B,2014-11-12,Norra Guldheden,Göteborg,2450000,54.0,2.0,2.0
766,Majorsgatan 12,2014-11-12,Linnéstaden,Göteborg,5000000,100.0,4.0,1.0
767,Sagogången 55,2014-11-12,Backa,Göteborg,1190000,96.5,4.0,1.0
768,Hedåsgatan 5,2014-11-12,Lorensberg,Göteborg,3300000,70.0,2.0,5.0
769,Föreningsgatan 1B,2014-11-11,Centrum,Göteborg,2600000,63.0,2.0,7.0
770,Björcksgatan 56B,2014-11-11,Östra Centrum,Göteborg,2580000,77.0,3.0,2.0
771,Gibraltargatan 21D,2014-11-11,Centrum,Göteborg,1830000,25.0,1.0,2.0
772,Haråsgatan 15,2014-11-11,Majorna,Göteborg,2350000,57.5,2.0,1.0
773,Rappedalsvägen 51H,2014-11-11,Angered,Göteborg,990000,97.0,4.0,
774,Kobergsgatan 17,2014-11-11,Strömmensberg,Göteborg,2200000,62.5,2.0,1.0
775,Raketgatan 9,2014-11-11,Guldheden,Göteborg,2630000,62.0,2.5,5.0
776,Nordhemsgatan 72,2014-11-11,Linnéstaden,Göteborg,4100000,76.0,2.0,3.0
777,Lilla Inägogatan 4,2014-11-11,Lundby,Göteborg,2250000,73.0,3.0,
778,Ponnygatan 2B,2014-11-10,Åby,Mölndal,1305000,52.0,2.0,0.0
779,Sagogången 38,2014-11-10,Hisings Backa,Göteborg,910000,79.0,3.0,
780,Framnäsgatan 18A,2014-11-10,Johanneberg,Göteborg,2310000,63.0,2.0,
781,Regnvädersgatan 26,2014-11-10,Biskopsgården,Göteborg,1165000,58.0,2.0,3.0
782,Ostindiefararen 53,2014-11-10,Eriksberg,Göteborg,4295000,92.0,3.0,6.0
783,Saxofongatan 12,2014-11-09,Frölunda,Göteborg,1250000,32.5,1.0,
784,Blåsutgatan 15,2014-11-09,Majorna,Göteborg,1995000,54.0,2.0,2.0
785,Lillekärr Norra 32,2014-11-09,Hisings-Kärra,Göteborg,805000,31.0,1.0,
786,Norra Skeppspromenaden 17,2014-11-08,Lundby,Göteborg,1800000,65.5,2.0,
787,Föreningsgatan 16,2014-11-08,Innerstaden,Göteborg,2170000,48.0,2.0,4.0
788,Lenvädersgatan 9,2014-11-08,Biskopsgården,Göteborg,850000,52.0,2.0,
789,Lillekärr Södra 166,2014-11-08,Hisings Kärra,Göteborg,1515000,75.5,3.0,
790,Eklandagatan 23C,2014-11-08,Centrum,Göteborg,2450000,48.5,3.0,1.0
791,Turkosgatan 26,2014-11-08,Tynnered,Göteborg,1320000,60.5,2.0,
792,Krokegatan 7,2014-11-08,Linnéstaden,Göteborg,3500000,85.0,3.0,4.0
793,Regnvädersgatan 26,2014-11-08,Biskopsgården,Göteborg,1205000,58.0,2.0,3.0
794,Vintervädersgatan 7,2014-11-08,Biskopsgården,Göteborg,1230000,69.5,3.0,4.0
795,Solrosgatan 18C,2014-11-08,Östra Centrum,Göteborg,1625000,36.0,2.0,1.0
796,Musikvägen 6,2014-11-08,Frölunda,Göteborg,2325000,107.5,5.0,3.0
797,Topasgatan 81,2014-11-08,Tynnered,Göteborg,1500000,92.0,4.0,2.0
798,Soldathemsgatan 6,2014-11-08,Kviberg,Göteborg,2330000,77.0,3.0,4.0
799,Lejonstensgatan 3,2014-11-08,Stensjön,Mölndal,2510000,96.0,3.0,
800,Monsungatan 61,2014-11-08,Lundby,Göteborg,4000000,79.5,3.0,10.0
801,Karl Johansgatan 61,2014-11-08,Majorna,Göteborg,2550000,85.0,3.0,1.0
802,Ekebygatan 2,2014-11-07,Hisings Backa,Göteborg,935000,65.5,2.0,3.0
803,Drottninggatan 71,2014-11-07,Inom Vallgraven,Göteborg,2360000,52.0,1.5,1.0
804,Brunnehagen 27,2014-11-07,Tuve,Göteborg,1605000,80.0,3.0,2.0
805,Blåsutgatan 1,2014-11-07,Majorna,Göteborg,1820000,64.0,2.5,3.0
806,Arvid Lindmansgatan 21A,2014-11-07,Lundby,Göteborg,1410000,41.0,1.0,
807,Holmbacken 2,2014-11-07,Skintebo,Göteborg,1990000,85.0,3.0,
808,Sofiagatan 44B,2014-11-07,Örgryte,Göteborg,1560000,40.5,1.0,2.0
809,Klyfteråsen 61,2014-11-07,Billdal-Skintebo,Göteborg,2240000,74.0,3.0,
810,Smörslottsgatan 51,2014-11-07,Björkekärr,Göteborg,1505000,52.0,1.0,3.0
811,Besebäcksstigen 3,2014-11-07,Paradiset,Partille,1320000,65.0,2.0,1.0
812,Ponnygatan 7B,2014-11-07,Åby,Mölndal,1600000,66.0,3.0,3.0
813,Erik Dahlbergsgatan 44,2014-11-07,Vasastaden,Göteborg,2820000,50.0,2.0,4.0
814,Aschebergsgatan 24,2014-11-07,Vasastaden,Göteborg,3115000,75.0,2.0,6.0
815,Norra Liden 17,2014-11-07,Inom Vallgraven,Göteborg,4700000,106.0,3.0,2.0
816,Kastellgatan 19,2014-11-07,Linnéstaden,Göteborg,4150000,92.0,3.0,
817,Paradisgatan 18,2014-11-07,Linnéstaden,Göteborg,3160000,81.0,3.0,
818,Bratteråsgatan 46,2014-11-06,Eriksberg,Göteborg,1690000,44.0,2.0,3.0
819,Rangeltorpsgatan 51G,2014-11-06,Örgryte,Göteborg,2300000,50.0,2.0,1.0
820,Gröna gatan 49,2014-11-06,Majorna,Göteborg,1960000,54.0,2.0,9.0
821,Mölndalsvägen 39,2014-11-06,Johanneberg,Göteborg,2250000,60.0,2.0,4.0
822,Strandridaregatan 24A,2014-11-06,Kungsladugård,Göteborg,1850000,35.0,1.0,3.0
823,Övralidsgatan 3,2014-11-06,Hisings Backa,Göteborg,1320000,79.0,3.0,1.0
824,Lilla Munkebäcksgatan 7C,2014-11-06,Munkebäck,Göteborg,1555000,35.0,1.0,1.0
825,Önskevädersgatan 13,2014-11-06,Biskopsgården,Göteborg,1240000,69.0,3.0,1.0
826,Anders Personsgatan 7,2014-11-06,Nya Gårda,Göteborg,2520000,60.0,2.0,2.0
827,Kobbarnas väg 3,2014-11-06,Olskroken,Göteborg,2500000,53.0,2.0,1.0
828,Kabelgatan 22,2014-11-06,Majorna,Göteborg,1890000,56.5,2.0,6.0
829,Viktoriagatan 40,2014-11-06,Centrum,Göteborg,3505000,77.0,3.0,2.0
830,Astris gata 66,2014-11-06,Lundby,Göteborg,3200000,91.0,4.0,
831,Bäckegatan 24,2014-11-06,Gamla Masthugget,Göteborg,3150000,77.0,3.0,2.0
832,Stampgatan 62,2014-11-06,Stampen,Göteborg,2345000,63.0,2.0,2.0
833,Kapplandsgatan 92,2014-11-06,Högsbo,Göteborg,2280000,66.0,3.0,3.0
834,Carlandersplatsen 6,2014-11-06,Johanneberg,Göteborg,4500000,91.0,2.5,6.0
835,Fiolgatan 4,2014-11-06,Frölunda,Göteborg,2100000,91.5,4.0,2.0
836,Ånäsvägen 7,2014-11-06,Bagaregården,Göteborg,2610000,63.0,,
837,Verktumsgatan 10,2014-11-06,Högsbo,Göteborg,2120000,76.0,3.0,
838,Åbäcksgatan 2B,2014-11-06,Krokslätt,Mölndal,1530000,37.0,1.0,1.0
839,Eklandagatan 29B,2014-11-06,Johanneberg,Göteborg,2380000,48.0,1.5,4.0
840,Bågskyttegatan 3G,2014-11-06,Jungfruplatsen,Mölndal,1675000,72.0,3.0,1.0
841,Frödingsgatan 8A,2014-11-06,Strömmensberg,Göteborg,1910000,55.5,2.0,1.0
842,Ingebäcksvägen 33A,2014-11-06,Hisings Kärra,Göteborg,1600000,77.0,3.0,
843,Waernsgatan 5C,2014-11-06,Bagaregården,Göteborg,3000000,76.0,2.0,2.0
844,Gibraltargatan 2,2014-11-06,Centrum,Göteborg,3600000,67.0,2.5,1.0
845,Basungatan 34,2014-11-06,Ruddalen,Göteborg,1810000,54.0,2.0,
846,Kallblodsgatan 6A,2014-11-06,Åby,Mölndal,1325000,65.0,2.5,2.0
847,Ingebäckslyckan 5,2014-11-06,Hisings Kärra,Göteborg,1150000,62.0,2.0,
848,Lilla Inägogatan 6,2014-11-06,Lundby Kyrkbyn,Göteborg,2300000,104.0,4.0,
849,Astris gata 86,2014-11-06,Eriksberg,Göteborg,1840000,58.0,2.0,1.0
850,Allmänna vägen 40F,2014-11-06,Majorna,Göteborg,1900000,53.5,2.0,
851,Lilla Kärralundsgatan 15A,2014-11-06,Kärralund,Göteborg,3700000,81.0,4.0,
852,Kompassgatan 13A,2014-11-06,Gamla Masthugget,Göteborg,1670000,33.0,1.0,
853,Träringen 86,2014-11-06,Björkekärr,Göteborg,1815000,54.0,2.0,3.0
854,Lövskogsgatan 6A,2014-11-06,Guldheden,Göteborg,2400000,60.0,2.5,
855,Vattugatan 5,2014-11-06,Masthugget,Göteborg,2450000,77.0,3.0,
856,Hjällbogärdet 51,2014-11-06,Eriksbo,Göteborg,1100000,90.0,4.0,2.0
857,Persgatan 4B,2014-11-06,Lunden,Göteborg,2200000,82.0,3.0,
858,Smörgatan 104,2014-11-06,Kallebäck,Göteborg,2650000,87.5,3.0,8.0
859,Lokattsbacken 74,2014-11-06,Långedrag,Göteborg,2450000,81.5,3.0,
860,Lantmilsgatan 6,2014-11-06,Högsbo,Göteborg,2330000,89.5,4.0,1.0
861,Axgatan 22,2014-11-05,Bifrost,Mölndal,1195000,40.0,1.0,1.0
862,Räntmästaregatan 23B,2014-11-05,Örgryte,Göteborg,2395000,51.0,2.0,4.0
863,Värmlandsgatan 21,2014-11-05,Linnéstaden,Göteborg,2450000,48.5,2.0,4.0
864,Kungälvsgatan 3C,2014-11-05,Bagaregården,Göteborg,3400000,71.0,3.0,3.0
865,Björndammsterrassen 51,2014-11-05,Göteborg,Partille,1850000,93.0,4.0,
866,Teleskopgatan 10,2014-11-04,Bergsjön,Göteborg,630000,35.5,2.0,
867,Doktor Forselius gata 24,2014-11-04,Guldheden,Göteborg,3050000,81.5,4.0,6.0
868,Rangströmsliden 3,2014-11-04,Masthugget,Göteborg,2180000,68.0,2.0,1.0
869,Rubingatan 18,2014-11-04,Tynnered,Göteborg,1505000,79.5,3.0,
870,Gröna Annas gata 7,2014-11-04,Lundby,Göteborg,2300000,68.0,2.5,6.0
871,Distansgatan 57,2014-11-04,Flatås,Göteborg,2130000,97.5,4.0,2.0
872,Seminariegatan 16,2014-11-03,Linné,Göteborg,3200000,75.0,3.0,2.0
873,Formskäraregatan 3,2014-11-03,Johanneberg,Göteborg,2610000,53.0,2.0,2.0
874,Byvädersgatan 8,2014-11-03,Hisingen,Göteborg,1495000,69.0,3.0,1.0
875,Fanjunkaregatan 2C,2014-11-02,Gamlestaden Bellevue,Göteborg,1025000,46.0,2.0,1.0
876,Gröna gatan 47,2014-11-02,Majorna,Göteborg,2620000,89.0,3.0,1.0
877,Furumossen 56,2014-11-02,Furulund,Partille,1425000,110.5,4.0,
878,Berzeliigatan 13,2014-11-01,Centrum,Göteborg,2660000,39.5,2.0,2.0
879,Kommendörsgatan 19D,2014-11-01,Majorna,Göteborg,2680000,68.0,2.0,1.0
880,Linnégatan 37,2014-11-01,Linnéstaden,Göteborg,2325000,50.0,1.5,5.0
881,Iskällareliden 5B,2014-11-01,Örgryte,Göteborg,3705000,84.0,4.0,
882,Stockholmsgatan 40F,2014-11-01,Örgryte,Göteborg,1750000,40.5,1.0,2.0
883,Stjärnbildsgatan 16,2014-11-01,Bergsjön,Göteborg,575000,68.0,4.0,1.0
884,Ridspögatan 7B,2014-11-01,Åby,Mölndal,1210000,37.0,1.5,1.0
885,Stjärnbildsgatan 54,2014-11-01,Bergsjön,Göteborg,830000,98.0,3.0,
886,Barnhusgatan 13,2014-10-31,Centrum,Göteborg,2310000,62.0,2.0,3.0
887,Londongatan 56,2014-10-31,Lundby,Göteborg,1910000,64.0,2.0,1.0
888,Fanjunkaregatan 2C,2014-10-31,Kortedala,Göteborg,1265000,46.0,2.0,2.0
889,Kolonigatan 9E,2014-10-31,Landala,Göteborg,2200000,50.5,2.0,2.0
890,Amiralitetsgatan 11A,2014-10-31,Majorna,Göteborg,2270000,52.5,2.0,1.0
891,Nilssonsberg 19,2014-10-31,Centrum,Göteborg,5100000,120.0,6.0,9.0
892,Parkgatan 8B,2014-10-31,Centrum,Göteborg,1810000,29.0,1.0,4.0
893,Olivedalsgatan 21,2014-10-31,Linné,Göteborg,4930000,90.5,3.0,4.0
894,Lövmånadsgatan 7,2014-10-31,Kortedala,Göteborg,1250000,51.5,2.0,
895,Verktumsgatan 14,2014-10-31,Flatås,Göteborg,2030000,76.0,3.0,
896,Önskevädersgatan 19,2014-10-31,Biskopsgården,Göteborg,1000000,72.0,3.0,
897,Lövmånadsgatan 3,2014-10-31,Kortedala,Göteborg,910000,51.5,2.0,
898,Stapelbädden 3,2014-10-31,Lundby,Göteborg,5600000,107.0,3.0,3.0
899,Gröna Annas gata 7,2014-10-31,Lundby,Göteborg,2860000,92.0,4.0,6.0
900,Bockhornsgatan 3B,2014-10-31,Gamla Masthugget,Göteborg,1750000,36.0,1.0,2.0
901,Allmänna vägen 52B,2014-10-31,Majorna,Göteborg,2500000,65.5,2.0,4.0
902,Irisgatan 5G,2014-10-31,Broslätt,Mölndal,1550000,76.0,3.0,
903,Övre Husargatan 11,2014-10-31,Linnéstaden,Göteborg,4125000,101.5,4.0,2.0
904,Gladiolusgatan 2C,2014-10-31,Mölndal Centrum,Mölndal,1650000,65.0,2.0,
905,Storhöjdsgatan 6D,2014-10-31,Strömmensberg,Göteborg,1690000,56.0,2.0,3.0
906,Eklandagatan 16,2014-10-31,Lorensberg,Göteborg,3450000,81.0,3.0,3.0
907,Hagåkersgatan 18C,2014-10-31,Mölndal Centrum,Mölndal,1690000,70.5,3.0,
908,Amiralitetsgatan 29B,2014-10-31,Majorna,Göteborg,1925000,50.0,2.0,1.0
909,Solarvsplan 7,2014-10-31,Askim,Göteborg,1725000,63.0,2.0,2.0
910,Björcksgatan 68C,2014-10-31,Kålltorp,Göteborg,1600000,37.0,2.0,1.0
911,Barken Storegrunds gata 11,2014-10-31,Sannegårdshamnen,Göteborg,2300000,66.0,2.0,
912,Andra Långgatan 51,2014-10-31,Linnéstaden,Göteborg,4865000,102.0,3.0,
913,Häradsgatan 26A,2014-10-31,Bosgården,Mölndal,1570000,64.0,3.0,2.0
914,Linnégatan 45,2014-10-30,Linné,Göteborg,3070000,67.0,2.0,6.0
915,Carl Grimbergsgatan 4,2014-10-30,Vasastaden,Göteborg,4800000,95.0,4.0,2.0
916,Gamlestadstorget 41,2014-10-30,Kortedala,Göteborg,1850000,63.0,2.0,2.0
917,Kabelgatan 39D,2014-10-30,Majorna,Göteborg,2100000,54.0,2.0,3.0
918,Ängslyckan 51,2014-10-30,Billdal,Göteborg,1600000,70.0,2.0,
919,Olivedalsgatan 5B,2014-10-30,Linnéstaden,Göteborg,3820000,76.0,3.0,6.0
920,Kalendervägen 51,2014-10-30,Kortedala,Göteborg,950000,53.5,2.0,
921,Brunnehagen 16,2014-10-30,Tuve,Göteborg,1320000,80.0,3.0,
922,Falkenbergsgatan 11A,2014-10-30,Johanneberg,Göteborg,1760000,41.5,1.0,2.0
923,Fridkullagatan 17B,2014-10-30,Johanneberg,Göteborg,2500000,54.5,2.5,1.0
924,Bangatan 54,2014-10-30,Masthugget-Majorna,Göteborg,2850000,76.5,3.0,6.0
925,Nordhemsgatan 68,2014-10-30,Linnéstaden,Göteborg,4480000,104.0,3.0,4.0
926,Kaflegatan 3,2014-10-30,Bagaregården,Göteborg,1490000,48.0,2.0,
927,Övre Fogelbergsgatan 3,2014-10-30,Vasastaden,Göteborg,2600000,66.0,2.0,1.0
928,Nordenskiöldsgatan 10,2014-10-30,Linnéstaden,Göteborg,3450000,72.5,3.0,6.0
929,Solhagagatan 102,2014-10-30,Hisings Kärra,Göteborg,1180000,46.0,1.5,2.0
930,Landerigatan 8A,2014-10-30,Bagaregården,Göteborg,4225000,91.0,4.0,3.0
931,Såggatan 35D,2014-10-30,Majorna,Göteborg,2260000,48.0,2.0,2.0
932,Götabergsgatan 9B,2014-10-30,Lorensberg,Göteborg,3400000,66.0,2.0,3.0
933,Folkungagatan 11,2014-10-30,Centrum,Göteborg,2950000,75.0,3.0,1.0
934,Varmblodsgatan 2C,2014-10-30,Åby,Mölndal,1200000,41.0,1.5,
935,Björcksgatan 66A,2014-10-30,Kålltorp,Göteborg,1725000,48.0,3.0,
936,Nilssonsberg 22,2014-10-30,Annedal,Göteborg,3950000,75.0,3.0,9.0
937,Saxofongatan 3,2014-10-30,Västra Göteborg,Göteborg,1580000,65.0,3.0,5.0
938,Delbancogatan 11C,2014-10-30,Stensjön,Mölndal,1660000,75.5,3.0,
939,Skogsmilsgatan 7,2014-10-30,Kaverös,Göteborg,1010000,22.0,1.0,
940,Hinderbanan 10,2014-10-30,Kvibergs Terrasser,Göteborg,1950000,65.0,3.0,
941,Topasgatan 62,2014-10-29,Tynnered,Göteborg,1340000,70.0,3.0,
942,Västergatan 16,2014-10-29,Annedal,Göteborg,2360000,50.0,2.0,
943,Adler Salvius gata 1,2014-10-29,Centrum,Göteborg,2850000,71.5,2.0,5.0
944,Vegagatan 9,2014-10-29,Linné,Göteborg,1830000,40.0,1.5,2.0
945,Krokslätts Parkgata 51B,2014-10-29,Krokslätt,Mölndal,2060000,73.0,3.0,
946,Räntmästaregatan 26F,2014-12-17,Lunden,Göteborg,1810000,51.0,2.0,3.0
947,Vindragaregatan 10E,2014-12-17,Brämaregården,Göteborg,1980000,55.0,2.0,2.0
948,Gröna Annas gata 17,2014-12-17,Porslinsfabriken,Göteborg,1750000,51.0,2.0,
949,Värmlandsgatan 38,2014-12-17,Linnéstaden,Göteborg,6350000,110.0,4.0,2.0
950,Eklandagatan 52A,2014-12-17,Johanneberg,Göteborg,2410000,45.0,2.0,4.0
951,Gustavsgatan 56,2014-12-17,Bagaregården,Göteborg,2600000,82.0,4.0,1.0
952,Västra Palettgatan 9,2014-12-17,Näset,Göteborg,2550000,70.0,2.0,1.0
953,Krokslättsgatan 8B,2014-12-17,Krokslätt,Mölndal,1550000,57.0,2.0,2.0
954,Nilssonsberg 2,2014-12-17,Nilssonsberg,Göteborg,4050000,75.0,3.0,8.0
955,Krondammsvägen 47,2014-12-17,Göteborg,Partille,1460000,67.0,2.0,1.0
956,Molnvädersgatan 14,2014-12-17,Biskopsgården,Göteborg,1025000,52.5,2.0,1.0
957,Önskevädersgatan 23,2014-12-17,Biskopsgården,Göteborg,1160000,81.5,4.0,
958,Kabelgatan 14,2014-12-17,Majorna,Göteborg,2010000,53.5,2.0,7.0
959,Lasarettsgatan 6,2014-12-17,Kungshöjd,Göteborg,2750000,62.0,2.0,4.0
960,Hinderbanan 20,2014-12-17,Kviberg,Göteborg,2300000,67.0,2.0,5.0
961,Solhagagatan 80,2014-12-17,Hisings Kärra,Göteborg,1400000,97.5,4.0,3.0
962,Nordenskiöldsgatan 18,2014-12-17,Linnéstaden,Göteborg,2950000,61.0,2.0,5.0
963,Fyrmästaregången 4,2014-12-16,Masthugget,Göteborg,1740000,36.5,1.0,
964,Nilssonsberg 25,2014-12-16,Nilssonsberg,Göteborg,2550000,60.5,2.0,
965,Nordhemsgatan 67B,2014-12-16,Linnéstaden,Göteborg,2860000,47.0,2.0,3.0
966,Hallegatan 13,2014-12-16,Hisingen,Göteborg,2370000,75.0,3.0,10.0
967,Östra Midvintersgatan 16,2014-12-16,Kortedala,Göteborg,1430000,54.0,2.0,6.0
968,Gröna gatan 65,2014-12-16,Majorna,Göteborg,3650000,106.5,5.0,8.0
969,Kastellgatan 4,2014-12-15,Linnéstaden,Göteborg,4195000,104.0,3.0,1.0
970,Nordenskiöldsgatan 19,2014-12-15,Linnéstaden,Göteborg,6150000,135.0,5.0,5.0
971,Prinsgatan 10B,2014-12-15,Linnéstaden,Göteborg,3575000,55.0,2.0,2.0
972,Hvitfeldtsgatan 12,2014-12-15,Kungshöjd,Göteborg,3900000,61.0,2.0,1.0
973,Terrassgatan 11,2014-12-15,Nedre Johanneberg,Göteborg,7060000,148.0,5.0,3.0
974,Gröna Annas gata 1,2014-12-15,Hisingen,Göteborg,2810000,68.0,2.0,5.0
975,Rosengatan 1,2014-12-15,Linnéstaden,Göteborg,5550000,133.0,4.0,1.0
976,Kastellgatan 6,2014-12-15,Linnéstaden,Göteborg,3925000,63.0,2.0,2.0
977,Wingårdsgatan 11C,2014-12-15,Östra Centrum,Göteborg,2200000,52.0,2.0,4.0
978,Olivedalsgatan 1,2014-12-14,Linné,Göteborg,3140000,82.5,3.0,5.0
